PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10019395,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 3,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE D,SAVER-EOS,1.333333333,VOCATION 129,UNIT 250,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,13.13,0,0,0
10019404,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 1,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE G,SERVICE C,PP-EWOS,3.333333333,VOCATION 273,UNIT 385,0,0,0,Technical Education,ITE/Poly Certificate,5,NATIONAL ITE CERTIFICATE IN SERVICE SKILLS (OFFICE),NO,NONE,NONE,NO,NO,NO,3,3,3,2,1,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,4,29.81,0,-12.13202396,-15.07833959
10019412,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 32,TRAINEE,1,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,1.083333333,VOCATION 254,UNIT 157,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019416,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,1.083333333,VOCATION 31,UNIT 239,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,1-ROOM,PUBLIC,1,NONE,NO,0,2,4,15.66,0,0,0
10019421,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,1.833333333,VOCATION 167,UNIT 274,0,0,0,Diploma,Diploma,6,DIPLOMA IN HEALTH SCIENCES (NURSING),NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,31.43,0,2483.136627,1453.669889
10019422,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 32,TRAINEE,0,MILITARY REGULARS,SERVICE D,SERVICE A,SAVER-EOS,0.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019425,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 37,UNKNOWN,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,0.416666667,VOCATION 177,UNIT 381,0,0,0,Diploma,Diploma,6,DIPLOMA IN AEROSPACE AVIONICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,17.23960153,0,0,0
10019429,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 3,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,0.333333333,VOCATION 44,UNIT 249,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,LANDED,PRIVATE,8,NONE,NO,0,2,4,17.23960153,0,0,0
10019431,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,1.833333333,VOCATION 31,UNIT 56,0,0,0,Diploma,Diploma,6,DIPLOMA IN BIOMEDICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,13.65,0,4109.748006,3467.573555
10019432,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3,VOCATION 12,UNIT 110,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,YES,Diploma,DIPLOMA IN MECHANICAL ENGINEERING,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,17.23960153,0,21.2726032,-3.143771498
10019433,Male,Singapore,Singaporean,22,25 and Below,Single,RANK 3,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE D,SAVER-EOS,2.333333333,VOCATION 248,UNIT 263,0,0,0,Diploma,International Baccalaureate Diploma,6,INTERNATIONAL BACCALAUREATE DIPLOMA,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,17.23960153,0,-2.117128826,65.4699314
10019434,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,4.166666667,VOCATION 18,UNIT 123,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019438,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.083333333,VOCATION 31,UNIT 54,0,0,0,Diploma,Diploma,6,DIPLOMA IN APPLIED FOOD SCIENCE & NUTRITION,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,13.01,0,23.32353009,18.98534904
10019439,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,3.666666667,VOCATION 254,UNIT 273,0,0,0,Pre University,GCE 'A' Level Equivalent,6,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,0,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,4,7.62,0,-11.94139591,21.55217105
10019440,Male,Singapore,Singaporean,24,25 and Below,Marr.,RANK 1,JUNIOR WOSE,1,MILITARY REGULARS,SERVICE B,SERVICE C,PP-EWOS,3.916666667,VOCATION 175,UNIT 102,2,0,1.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,2,1,0,YES,YES,NO,0,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,11.96,0,-22.98435875,-14.25058909
10019443,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE C,MDES,3.75,VOCATION 154,UNIT 242,0,0,0,Diploma,Diploma,6,DIPLOMA IN BUSINESS INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,10.1,0,1.474142643,17.82933822
10019444,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 24,MIDDLE ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,2.833333333,VOCATION 20,UNIT 273,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS(MERIT),NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,14.68,0,26.90782899,26.90360259
10019445,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,2.333333333,VOCATION 12,UNIT 28,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,9.38,0,159.2728592,234.8012139
10019448,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2.083333333,VOCATION 236,UNIT 353,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,17.23960153,0,93.7315941,293.3871273
10019452,Male,Singapore,Singaporean,26,25 to 30,Marr.,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.583333333,VOCATION 12,UNIT 109,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019456,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 6,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE B,SERVICE C,PP-EWOS,0.75,VOCATION 287,UNIT 64,0,0,0,Technical Education,ITC/Higher NITEC,5,HIGHER NATIONAL ITE CERTIFICATE IN ELECTRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,17.23960153,0,23.83826951,23.83826951
10019465,Male,Singapore,Singaporean,17,25 and Below,Single,RANK 36,TRAINEE,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,0.166666667,VOCATION 24,UNIT 245,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,0,5,17.23960153,0,0,0
10019467,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 3,JUNIOR OFFICER,3,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,4.166666667,VOCATION 203,UNIT 274,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY (MERIT),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,17.23960153,0,-2.122272796,13.52361536
10019471,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2.833333333,VOCATION 236,UNIT 368,0,0,0,Diploma,Diploma,6,DIPLOMA IN BIOMEDICAL ELECTRONICS,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,17.23960153,0,14.26936134,24.31667429
10019475,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,6.333333333,VOCATION 12,UNIT 109,0,0,0,Diploma,Diploma,6,DIPLOMA IN AEROSPACE AVIONICS,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,5.22,0,4.140892957,17.54761757
10019480,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.916666667,VOCATION 31,UNIT 239,0,0,0,Diploma,Diploma,6,DIPLOMA IN BIOMEDICAL SCIENCES,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,0,5,11.7,0,2.458507845,17.49144568
10019482,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 11,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,0.25,VOCATION 276,UNIT 135,0,0,0,Diploma,Diploma,6,DIPLOMA IN LAW AND MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,0,4,17.23960153,0,0,0
10019485,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,3.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019487,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,2.583333333,VOCATION 80,UNIT 37,0,0,0,Diploma,Diploma,6,DIPLOMA IN CHEMICAL PROCESS TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,4,24.81,0,56.06454353,55.19291588
10019490,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,3.916666667,VOCATION 77,UNIT 53,0,0,0,Diploma,Diploma,6,DIPLOMA IN MARITIME TRANSPORTATION MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,LANDED,PRIVATE,8,NONE,NO,0,2,4,8.37,0,-2.295664425,18.92178363
10019492,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,1.583333333,VOCATION 18,UNIT 123,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019493,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,3.083333333,VOCATION 3,UNIT 83,0,0,0,Pre University,GCE 'A' Level Equivalent,6,YEAR 11 YEAR 12,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,25.19,0,-16.48387019,-16.3592396
10019494,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 25,MIDDLE ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,0.833333333,VOCATION 20,UNIT 157,0,0,0,Diploma,Diploma,6,DIPLOMA IN AEROSPACE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,17.23960153,0,0,0
10019497,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 20,JUNIOR ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,2.416666667,VOCATION 240,UNIT 288,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN COMMUNICATIONS TECHNOLOGY,YES,ITC/Higher NITEC,HIGHER NATIONAL ITE CERTIFICATE IN NETWORK SECURITY TECHNOLOGY,NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,92.77354844,100.7499668
10019499,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 6,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,1.25,VOCATION 287,UNIT 419,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,3,17.23960153,0,2047.461099,1755.928509
10019505,Male,Singapore,Singaporean,21,25 and Below,Single,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,0.666666667,VOCATION 154,UNIT 287,0,0,0,Diploma,Diploma,6,DIPLOMA IN COMMUNICATION AND INFORMATION DESIGN,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,17.23960153,0,0,0
10019506,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 36,TRAINEE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,0.333333333,VOCATION 290,UNIT 421,0,0,0,Diploma,Diploma,6,DIP IN INTERNATIONAL SUPPLY CHAIN MGT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,0,5,17.23960153,0,0,0
10019509,Male,Singapore,Singaporean,17,25 and Below,Single,RANK 36,TRAINEE,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,1.333333333,VOCATION 242,UNIT 288,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,0,4,17.23960153,0,0,0
10019510,Male,Singapore,Singaporean,18,25 and Below,Single,RANK 36,TRAINEE,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,0.916666667,VOCATION 21,UNIT 245,0,0,0,Diploma,Diploma,6,AEROSPACE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,0,4,17.23960153,0,0,0
10019514,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,3.916666667,VOCATION 12,UNIT 110,0,0,0,Diploma,Diploma,6,DIPLOMA IN COMMUNICATION AND AUTOMATION ELECTRONICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,10.12,0,11.11113578,14.38872224
10019515,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,2.583333333,VOCATION 12,UNIT 260,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,11.86,0,57.18079558,53.30217688
10019517,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 6,JUNIOR WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,0.666666667,VOCATION 95,UNIT 173,0,0,0,Diploma,Diploma,6,DIPLOMA IN MARINE & OFFSHORE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,3,4,17.23960153,0,1084.959479,901.7797553
10019519,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 1,JUNIOR WOSE,1,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,2.333333333,VOCATION 3,UNIT 249,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,2,2,2,1,0,YES,YES,YES,0,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,17.23960153,0,81.25978439,81.51678273
10019521,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,3.416666667,VOCATION 262,UNIT 395,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019524,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,3.916666667,VOCATION 236,UNIT 353,0,0,0,Diploma,Diploma,6,DIPLOMA IN MOBILE & WIRELESS COMPUTING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,3-ROOM,PUBLIC,3,NONE,NO,0,1,5,17.23960153,0,4.079966109,16.74270212
10019526,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 1,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,3.083333333,VOCATION 6,UNIT 36,0,0,0,Diploma,Diploma,6,DIPLOMA IN AEROSPACE ELECTRONICS,NO,NONE,NONE,NO,NO,NO,2,2,2,2,1,YES,YES,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,0,4,6.88,0,1.733382923,-9.20918369
10019527,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 4,JUNIOR WOSE,0,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,CS (Mil),0.833333333,VOCATION 92,UNIT 225,0,0,0,Diploma,Diploma,6,DIPLOMA IN BIOTECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,33.52,1,141.1824371,104.5202692
10019529,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,CS (Mil),0.916666667,VOCATION 273,UNIT 407,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS,NO,NONE,NONE,NO,NO,NO,2,2,2,2,1,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,22.68,0,130.766742,118.3480584
10019530,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 3,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,0.916666667,VOCATION 262,UNIT 7,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,17.23960153,0,242.9210726,206.9219659
10019531,Male,Singapore,Singaporean,23,25 and Below,Marr.,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,6.583333333,VOCATION 236,UNIT 366,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL & ELECTRONIC ENGINEERING,NO,NONE,NONE,YES,NO,NO,1,1,1,0,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,17.23960153,0,10.20531436,17.30042222
10019532,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE A,SAVER-EOS,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019533,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,2.333333333,VOCATION 68,UNIT 275,0,0,0,Diploma,Diploma,6,DIPLOMA,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,6.34,0,34.2125732,82.87264362
10019534,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 1,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,CS (Mil),3.916666667,VOCATION 122,UNIT 1,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,2,2,2,1,1,NO,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,5,19.55,0,-20.28120464,-10.80704809
10019535,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,3.166666667,VOCATION 127,UNIT 162,0,0,0,Diploma,Diploma,6,DIPLOMA IN CHEMICAL & BIOMOLECULAR ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,0,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,9.364603062,20.98453439
10019536,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,2.083333333,VOCATION 78,UNIT 273,0,0,0,Diploma,Diploma,6,DIPLOMA IN BUSINESS MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,14.44,0,315.3802486,294.6440807
10019537,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,MILITARY REGULARS,SERVICE D,SERVICE C,CS (Mil),1.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10019541,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,2.083333333,VOCATION 117,UNIT 66,0,0,0,Technical Education,ITE/Poly Certificate,5,HIGHER NATIONAL ITE CERTIFICATE IN ACCOUNTING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,5,32.48,0,69.60678241,181.0346069
10019544,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 16,JUNIOR OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,2.833333333,VOCATION 44,UNIT 156,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC & COMPUTER ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,0,2-ROOM,PUBLIC,2,NONE,NO,0,2,4,26.31,0,33.35777337,27.38112673
10019545,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 4,JUNIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,3.083333333,VOCATION 134,UNIT 398,0,0,0,Diploma,Diploma,6,DIPLOMA IN INFORMATION TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,0,4,14.06,0,0.460269712,-8.651141089
10019546,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,2.583333333,VOCATION 27,UNIT 89,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN MECHANICAL TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,22.07,0,39.94123881,37.25035016
